FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
050920;0000;;;;
050921;0000;;;;
050922;0000;;;;
050923;0000;;;;
050924;0000;;;;
050925;0000;;;;
050926;0000;;;;
050927;0000;;;;
050928;0000;;;;
050929;0000;;;;
050930;0000;;;;
051001;0000;;;;
051002;0000;;;;
051003;0000;;;;
051004;0000;;;;
051005;0000;;;;
051006;0000;;;;
051007;0000;;;;
051008;0000;;;;
051009;0000;;;;
051010;0000;;;;
051011;0000;;;;
051012;0000;;;;
051013;0000;;;;
051014;0000;;;;
051015;0000;;;;
051016;0000;;;;
051017;0000;;;;
051018;0000;;;;
051019;0000;;;;
051020;0000;;;;
051021;0000;;;;
051022;0000;;;;
051023;0000;;;;
051024;0000;;;;
051025;0000;;;;
051026;0000;;;;
051027;0000;;;;
051028;0000;;;;
051029;0000;;;;
051030;0000;;;;
051031;0000;;;;
051101;0000;;;;
051102;0000;;;;
051103;0000;;;;
051104;0000;;;;
051105;0000;;;;
051106;0000;;;;
051107;0000;;;;
051108;0000;;;;
051109;0000;;;;
051110;0000;;;;
051111;0000;;;;
051112;0000;;;;
051113;0000;;;;
051114;0000;;;;
051115;0000;;;;
051116;0000;;;;
051117;0000;;;;
051118;0000;;;;
051119;0000;;;;
051120;0000;;;;
051121;0000;;;;
051122;0000;;;;
051123;0000;;;;
051124;0000;;;;
051125;0000;;;;
051126;0000;;;;
051127;0000;;;;
051128;0000;;;;
051129;0000;;;;
051130;0000;;;;
051201;0000;;;;
051202;0000;;;;
051203;0000;;;;
051204;0000;;;;
051205;0000;;;;
051206;0000;;;;
051207;0000;;;;
051208;0000;;;;
051209;0000;;;;
051210;0000;;;;
051211;0000;;;;
051212;0000;;;;
051213;0000;;;;
051214;0000;;;;
051215;0000;;;;
051216;0000;;;;
051217;0000;;;;
051218;0000;;;;
051219;0000;;;;
051220;0000;;;;
051221;0000;;;;
051222;0000;;;;
051223;0000;;;;
051224;0000;;;;
051225;0000;;;;
051226;0000;;;;
051227;0000;;;;
051228;0000;;;;
051229;0000;;;;
051230;0000;;;;
051231;0000;;;;
060101;0000;;;;
060102;0000;;;;
060103;0000;;;;
060104;0000;;;;
060105;0000;;;;
060106;0000;;;;
060107;0000;;;;
060108;0000;;;;
060109;0000;;;;
060110;0000;;;;
060111;0000;;;;
060112;0000;;;;
060113;0000;;;;
060114;0000;;;;
060115;0000;;;;
060116;0000;;;;
060117;0000;;;;
060118;0000;;;;
060119;0000;;;;
060120;0000;;;;
060121;0000;;;;
060122;0000;;;;
060123;0000;;;;
060124;0000;;;;
060125;0000;;;;
060126;0000;;;;
060127;0000;;;;
060128;0000;;;;
060129;0000;;;;
060130;0000;;;;
060131;0000;;;;
060201;0000;;;;
060202;0000;;;;
060203;0000;;;;
060204;0000;;;;
060205;0000;;;;
060206;0000;;;;
060207;0000;;;;
060208;0000;;;;
060209;0000;;;;
060210;0000;;;;
060211;0000;;;;
060212;0000;;;;
060213;0000;;;;
060214;0000;;;;
060215;0000;;;;
060216;0000;;;;
060217;0000;;;;
060218;0000;;;;
060219;0000;;;;
060220;0000;;;;
060221;0000;;;;
060222;0000;;;;
060223;0000;;;;
060224;0000;;;;
060225;0000;;;;
060226;0000;;;;
060227;0000;;;;
060228;0000;;;;
060301;0000;;;;
060302;0000;;;;
060303;0000;;;;
060304;0000;;;;
060305;0000;;;;
060306;0000;;;;
060307;0000;;;;
060308;0000;;;;
060309;0000;;;;
060310;0000;;;;
060311;0000;;;;
060312;0000;;;;
060313;0000;;;;
060314;0000;;;;
060315;0000;;;;
060316;0000;;;;
060317;0000;;;;
060318;0000;;;;
060319;0000;;;;
060320;0000;;;;
060321;0000;;;;
060322;0000;;;;
060323;0000;;;;
060324;0000;;;;
060325;0000;;;;
060326;0000;;;;
060327;0000;;;;
060328;0000;;;;
060329;0000;;;;
060330;0000;;;;
060331;0000;;;;
060401;0000;;;;
060402;0000;;;;
060403;0000;;;;
060404;0000;;;;
060405;0000;;;;
060406;0000;;;;
060407;0000;;;;
060408;0000;;;;
060409;0000;;;;
060410;0000;;;;
060411;0000;;;;
060412;0000;;;;
060413;0000;;;;
060414;0000;;;;
060415;0000;;;;
060416;0000;;;;
060417;0000;;;;
060418;0000;;;;
060419;0000;;;;
060420;0000;;;;
060421;0000;;;;
060422;0000;;;;
060423;0000;;;;
060424;0000;;;;
060425;0000;;;;
060426;0000;;;;
060427;0000;;;;
060428;0000;;;;
060429;0000;;;;
060430;0000;;;;
060501;0000;;;;
060502;0000;;;;
060503;0000;;;;
060504;0000;;;;
060505;0000;;;;
060506;0000;;;;
060507;0000;;;;
060508;0000;;;;
060509;0000;;;;
060510;0000;;;;
060511;0000;;;;
060512;0000;;;;
060513;0000;;;;
060514;0000;;;;
060515;0000;;;;
060516;0000;;;;
060517;0000;;;;
060518;0000;;;;
060519;0000;;;;
060520;0000;;;;
060521;0000;;;;
060522;0000;;;;
060523;0000;;;;
060524;0000;;;;
060525;0000;;;;
060526;0000;;;;
060527;0000;;;;
060528;0000;;;;
060529;0000;;;;
060530;0000;;;;
060531;0000;;;;
060601;0000;;;;
060602;0000;;;;
060603;0000;;;;
060604;0000;;;;
060605;0000;;;;
060606;0000;;;;
060607;0000;;;;
060608;0000;;;;
060609;0000;;;;
060610;0000;;;;
060611;0000;;;;
060612;0000;;;;
060613;0000;;;;
060614;0000;;;;
060615;0000;;;;
060616;0000;;;;
060617;0000;;;;
060618;0000;;;;
060619;0000;;;;
060620;0000;;;;
060621;0000;;;;
060622;0000;;;;
060623;0000;;;;
060624;0000;;;;
060625;0000;;;;
060626;0000;;;;
060627;0000;;;;
060628;0000;;;;
060629;0000;;;;
060630;0000;;;;
060701;0000;;;;
060702;0000;;;;
060703;0000;;;;
060704;0000;;;;
060705;0000;;;;
060706;0000;;;;
060707;0000;;;;
060708;0000;;;;
060709;0000;;;;
060710;0000;;;;
060711;0000;;;;
060712;0000;;;;
060713;0000;;;;
060714;0000;;;;
060715;0000;;;;
060716;0000;;;;
060717;0000;;;;
060718;0000;;;;
060719;0000;;;;
060720;0000;;;;
060721;0000;;;;
060722;0000;;;;
060723;0000;;;;
060724;0000;;;;
060725;0000;;;;
060726;0000;;;;
060727;0000;;;;
060728;0000;;;;
060729;0000;;;;
060730;0000;;;;
060731;0000;;;;
060801;0000;;;;
060802;0000;;;;
060803;0000;;;;
060804;0000;;;;
060805;0000;;;;
060806;0000;;;;
060807;0000;;;;
060808;0000;;;;
060809;0000;;;;
060810;0000;;;;
060811;0000;;;;
060812;0000;;;;
060813;0000;;;;
060814;0000;;;;
060815;0000;;;;
060816;0000;;;;
060817;0000;;;;
060818;0000;;;;
060819;0000;;;;
060820;0000;;;;
060821;0000;;;;
060822;0000;;;;
060823;0000;;;;
060824;0000;;;;
060825;0000;;;;
060826;0000;;;;
060827;0000;;;;
060828;0000;;;;
060829;0000;;;;
060830;0000;;;;
060831;0000;;;;
060901;0000;;;;
060902;0000;;;;
060903;0000;;;;
060904;0000;;;;
060905;0000;;;;
060906;0000;;;;
060907;0000;;;;
060908;0000;;;;
060909;0000;;;;
060910;0000;;;;
060911;0000;;;;
060912;0000;;;;
060913;0000;;;;
060914;0000;;;;
060915;0000;;;;
060916;0000;;;;
060917;0000;;;;
060918;0000;;;;
060919;0000;;;;
060920;0000;;;;
060921;0000;;;;
060922;0000;;;;
060923;0000;;;;
060924;0000;;;;
060925;0000;;;;
060926;0000;;;;
060927;0000;;;;
060928;0000;;;;
060929;0000;;;;
060930;0000;;;;
061001;0000;;;;
061002;0000;;;;
061003;0000;;;;
061004;0000;;;;
061005;0000;;;;
061006;0000;;;;
061007;0000;;;;
061008;0000;;;;
061009;0000;;;;
061010;0000;;;;
061011;0000;;;;
061012;0000;;;;
061013;0000;;;;
061014;0000;;;;
061015;0000;;;;
061016;0000;;;;
061017;0000;;;;
061018;0000;;;;
061019;0000;;;;
061020;0000;;;;
061021;0000;;;;
061022;0000;;;;
061023;0000;;;;
061024;0000;;;;
061025;0000;;;;
061026;0000;;;;
061027;0000;;;;
061028;0000;;;;
061029;0000;;;;
061030;0000;;;;
061031;0000;;;;
061101;0000;;;;
061102;0000;;;;
061103;0000;;;;
061104;0000;;;;
061105;0000;;;;
061106;0000;;;;
061107;0000;;;;
061108;0000;;;;
061109;0000;;;;
061110;0000;;;;
061111;0000;;;;
061112;0000;;;;
061113;0000;;;;
061114;0000;;;;
061115;0000;;;;
061116;0000;;;;
061117;0000;;;;
061118;0000;;;;
061119;0000;;;;
061120;0000;;;;
061121;0000;;;;
061122;0000;;;;
061123;0000;;;;
061124;0000;;;;
061125;0000;;;;
061126;0000;;;;
061127;0000;;;;
061128;0000;;;;
061129;0000;;;;
061130;0000;;;;
061201;0000;;;;
061202;0000;;;;
061203;0000;;;;
061204;0000;;;;
061205;0000;;;;
061206;0000;;;;
061207;0000;;;;
061208;0000;;;;
061209;0000;;;;
061210;0000;;;;
061211;0000;;;;
061212;0000;;;;
061213;0000;;;;
061214;0000;;;;
061215;0000;;;;
061216;0000;;;;
061217;0000;;;;
061218;0000;;;;
061219;0000;;;;
061220;0000;;;;
061221;0000;;;;
061222;0000;;;;
061223;0000;;;;
061224;0000;;;;
061225;0000;;;;
061226;0000;;;;
061227;0000;;;;
061228;0000;;;;
061229;0000;;;;
061230;0000;;;;
061231;0000;;;;
070101;0000;;;;
070102;0000;;;;
070103;0000;;;;
070104;0000;;;;
070105;0000;;;;
070106;0000;;;;
070107;0000;;;;
070108;0000;;;;
070109;0000;;;;
070110;0000;;;;
070111;0000;;;;
070112;0000;;;;
070113;0000;;;;
070114;0000;;;;
070115;0000;;;;
070116;0000;;;;
070117;0000;;;;
070118;0000;;;;
070119;0000;;;;
070120;0000;;;;
070121;0000;;;;
070122;0000;;;;
070123;0000;;;;
070124;0000;;;;
070125;0000;;;;
070126;0000;;;;
070127;0000;;;;
070128;0000;;;;
070129;0000;;;;
070130;0000;;;;
070131;0000;;;;
070201;0000;;;;
070202;0000;;;;
070203;0000;;;;
070204;0000;;;;
070205;0000;;;;
070206;0000;;;;
070207;0000;;;;
070208;0000;;;;
070209;0000;;;;
070210;0000;;;;
070211;0000;;;;
070212;0000;;;;
070213;0000;;;;
070214;0000;;;;
070215;0000;;;;
070216;0000;;;;
070217;0000;;;;
070218;0000;;;;
070219;0000;;;;
070220;0000;;;;
070221;0000;;;;
070222;0000;;;;
070223;0000;;;;
070224;0000;;;;
070225;0000;;;;
070226;0000;;;;
070227;0000;;;;
070228;0000;;;;
070301;0000;;;;
070302;0000;;;;
070303;0000;;;;
070304;0000;;;;
070305;0000;;;;
070306;0000;;;;
070307;0000;;;;
070308;0000;;;;
070309;0000;;;;
070310;0000;;;;
070311;0000;;;;
070312;0000;;;;
070313;0000;;;;
070314;0000;;;;
070315;0000;;;;
070316;0000;;;;
070317;0000;;;;
070318;0000;;;;
070319;0000;;;;
070320;0000;;;;
070321;0000;;;;
070322;0000;;;;
070323;0000;;;;
070324;0000;;;;
070325;0000;;;;
070326;0000;;;;
070327;0000;;;;
070328;0000;;;;
070329;0000;;;;
070330;0000;;;;
070331;0000;;;;
070401;0000;;;;
070402;0000;;;;
070403;0000;;;;
070404;0000;;;;
070405;0000;;;;
070406;0000;;;;
070407;0000;;;;
070408;0000;;;;
070409;0000;;;;
070410;0000;;;;
070411;0000;;;;
070412;0000;;;;
070413;0000;;;;
070414;0000;;;;
070415;0000;;;;
070416;0000;;;;
070417;0000;;;;
070418;0000;;;;
070419;0000;;;;
070420;0000;;;;
070421;0000;;;;
070422;0000;;;;
070423;0000;;;;
070424;0000;;;;
070425;0000;;;;
070426;0000;;;;
070427;0000;;;;
070428;0000;;;;
070429;0000;;;;
070430;0000;;;;
070501;0000;;;;
070502;0000;;;;
070503;0000;;;;
070504;0000;;;;
070505;0000;;;;
070506;0000;;;;
070507;0000;;;;
070508;0000;;;;
070509;0000;;;;
070510;0000;;;;
070511;0000;;;;
070512;0000;;;;
070513;0000;;;;
070514;0000;;;;
070515;0000;;;;
070516;0000;;;;
070517;0000;;;;
070518;0000;;;;
070519;0000;;;;
070520;0000;;;;
070521;0000;;;;
070522;0000;;;;
070523;0000;;;;
070524;0000;;;;
070525;0000;;;;
070526;0000;;;;
070527;0000;;;;
070528;0000;;;;
070529;0000;;;;
070530;0000;;;;
070531;0000;;;;
070601;0000;;;;
070602;0000;;;;
070603;0000;;;;
070604;0000;;;;
070605;0000;;;;
070606;0000;;;;
070607;0000;;;;
070608;0000;;;;
070609;0000;;;;
070610;0000;;;;
070611;0000;;;;
070612;0000;;;;
070613;0000;;;;
070614;0000;;;;
070615;0000;;;;
070616;0000;;;;
070617;0000;;;;
070618;0000;;;;
070619;0000;;;;
070620;0000;;;;
070621;0000;;;;
070622;0000;;;;
070623;0000;;;;
070624;0000;;;;
070625;0000;;;;
070626;0000;;;;
070627;0000;;;;
070628;0000;;;;
070629;0000;;;;
070630;0000;;;;
070701;0000;;;;
070702;0000;;;;
070703;0000;;;;
070704;0000;;;;
070705;0000;;;;
070706;0000;;;;
070707;0000;;;;
070708;0000;;;;
070709;0000;;;;
070710;0000;;;;
070711;0000;;;;
070712;0000;;;;
070713;0000;;;;
070714;0000;;;;
070715;0000;;;;
070716;0000;;;;
070717;0000;;;;
070718;0000;;;;
070719;0000;;;;
070720;0000;;;;
070721;0000;;;;
070722;0000;;;;
070723;0000;;;;
070724;0000;;;;
070725;0000;;;;
070726;0000;;;;
070727;0000;;;;
070728;0000;;;;
070729;0000;;;;
070730;0000;;;;
070731;0000;;;;
070801;0000;;;;
070802;0000;;;;
070803;0000;;;;
070804;0000;;;;
070805;0000;;;;
070806;0000;;;;
070807;0000;;;;
070808;0000;;;;
070809;0000;;;;
070810;0000;;;;
070811;0000;;;;
070812;0000;;;;
070813;0000;;;;
070814;0000;;;;
070815;0000;;;;
070816;0000;;;;
070817;0000;;;;
070818;0000;;;;
070819;0000;;;;
070820;0000;;;;
070821;0000;;;;
070822;0000;;;;
070823;0000;;;;
070824;0000;;;;
070825;0000;;;;
070826;0000;;;;
070827;0000;;;;
070828;0000;;;;
070829;0000;;;;
070830;0000;;;;
070831;0000;;;;
070901;0000;;;;
070902;0000;;;;
070903;0000;;;;
070904;0000;;;;
070905;0000;;;;
070906;0000;;;;
070907;0000;;;;
070908;0000;;;;
070909;0000;;;;
070910;0000;;;;
070911;0000;;;;
070912;0000;;;;
070913;0000;;;;
070914;0000;;;;
070915;0000;;;;
070916;0000;;;;
070917;0000;;;;
070918;0000;;;;
070919;0000;;;;
070920;0000;;;;
070921;0000;;;;
070922;0000;;;;
070923;0000;;;;
070924;0000;;;;
070925;0000;;;;
070926;0000;;;;
070927;0000;;;;
070928;0000;;;;
070929;0000;;;;
070930;0000;;;;
071001;0000;;;;
071002;0000;;;;
071003;0000;;;;
071004;0000;;;;
071005;0000;;;;
071006;0000;;;;
071007;0000;;;;
071008;0000;;;;
071009;0000;;;;
071010;0000;;;;
071011;0000;;;;
071012;0000;;;;
071013;0000;;;;
071014;0000;;;;
071015;0000;;;;
071016;0000;;;;
071017;0000;;;;
071018;0000;;;;
071019;0000;;;;
071020;0000;;;;
071021;0000;;;;
071022;0000;;;;
071023;0000;;;;
071024;0000;;;;
071025;0000;;;;
071026;0000;;;;
071027;0000;;;;
071028;0000;;;;
071029;0000;;;;
071030;0000;;;;
071031;0000;;;;
071101;0000;;;;
071102;0000;;;;
071103;0000;;;;
071104;0000;;;;
071105;0000;;;;
071106;0000;;;;
071107;0000;;;;
071108;0000;;;;
071109;0000;;;;
071110;0000;;;;
071111;0000;;;;
071112;0000;;;;
071113;0000;;;;
071114;0000;;;;
071115;0000;;;;
071116;0000;;;;
071117;0000;;;;
071118;0000;;;;
071119;0000;;;;
071120;0000;;;;
071121;0000;;;;
071122;0000;;;;
071123;0000;;;;
071124;0000;;;;
071125;0000;;;;
071126;0000;;;;
071127;0000;;;;
071128;0000;;;;
071129;0000;;;;
071130;0000;;;;
071201;0000;;;;
071202;0000;;;;
071203;0000;;;;
071204;0000;;;;
071205;0000;;;;
071206;0000;;;;
071207;0000;;;;
071208;0000;;;;
071209;0000;;;;
071210;0000;;;;
071211;0000;;;;
071212;0000;;;;
071213;0000;;;;
071214;0000;;;;
071215;0000;;;;
071216;0000;;;;
071217;0000;;;;
071218;0000;;;;
071219;0000;;;;
071220;0000;;;;
071221;0000;;;;
071222;0000;;;;
071223;0000;;;;
071224;0000;;;;
071225;0000;;;;
071226;0000;;;;
071227;0000;;;;
071228;0000;;;;
071229;0000;;;;
071230;0000;;;;
071231;0000;;;;
080101;0000;;;;
080102;0000;;;;
080103;0000;;;;
080104;0000;;;;
080105;0000;;;;
080106;0000;;;;
080107;0000;;;;
080108;0000;;;;
080109;0000;;;;
080110;0000;;;;
080111;0000;;;;
080112;0000;;;;
080113;0000;;;;
080114;0000;;;;
080115;0000;;;;
080116;0000;;;;
080117;0000;;;;
080118;0000;;;;
080119;0000;;;;
080120;0000;;;;
080121;0000;;;;
080122;0000;;;;
080123;0000;;;;
080124;0000;;;;
080125;0000;;;;
080126;0000;;;;
080127;0000;;;;
080128;0000;;;;
080129;0000;;;;
080130;0000;;;;
080131;0000;;;;
080201;0000;;;;
080202;0000;;;;
080203;0000;;;;
080204;0000;;;;
080205;0000;;;;
080206;0000;;;;
080207;0000;;;;
080208;0000;;;;
080209;0000;;;;
080210;0000;;;;
080211;0000;;;;
080212;0000;;;;
080213;0000;;;;
080214;0000;;;;
080215;0000;;;;
080216;0000;;;;
080217;0000;;;;
080218;0000;;;;
080219;0000;;;;
080220;0000;;;;
080221;0000;;;;
080222;0000;;;;
080223;0000;;;;
080224;0000;;;;
080225;0000;;;;
080226;0000;;;;
080227;0000;;;;
080228;0000;;;;
080229;0000;;;;
080301;0000;;;;
080302;0000;;;;
080303;0000;;;;
080304;0000;;;;
080305;0000;;;;
080306;0000;;;;
080307;0000;;;;
080308;0000;;;;
080309;0000;;;;
080310;0000;;;;
080311;0000;;;;
080312;0000;;;;
080313;0000;;;;
080314;0000;;;;
080315;0000;;;;
080316;0000;;;;
080317;0000;;;;
080318;0000;;;;
080319;0000;;;;
080320;0000;;;;
080321;0000;;;;
080322;0000;;;;
080323;0000;;;;
080324;0000;;;;
080325;0000;;;;
080326;0000;;;;
080327;0000;;;;
080328;0000;;;;
080329;0000;;;;
080330;0000;;;;
080331;0000;;;;
080401;0000;;;;
080402;0000;;;;
080403;0000;;;;
080404;0000;;;;
080405;0000;;;;
080406;0000;;;;
080407;0000;;;;
080408;0000;;;;
080409;0000;;;;
080410;0000;;;;
080411;0000;;;;
080412;0000;;;;
080413;0000;;;;
080414;0000;;;;
080415;0000;;;;
080416;0000;;;;
080417;0000;;;;
080418;0000;;;;
080419;0000;;;;
080420;0000;;;;
080421;0000;;;;
080422;0000;;;;
080423;0000;;;;
080424;0000;;;;
080425;0000;;;;
080426;0000;;;;
080427;0000;;;;
080428;0000;;;;
080429;0000;;;;
080430;0000;;;;
080501;0000;;;;
080502;0000;;;;
080503;0000;;;;
080504;0000;;;;
080505;0000;;;;
080506;0000;;;;
080507;0000;;;;
080508;0000;;;;
080509;0000;;;;
080510;0000;;;;
080511;0000;;;;
080512;0000;;;;
080513;0000;;;;
080514;0000;;;;
080515;0000;;;;
080516;0000;;;;
080517;0000;;;;
080518;0000;;;;
080519;0000;;;;
080520;0000;;;;
080521;0000;;;;
080522;0000;;;;
080523;0000;;;;
080524;0000;;;;
080525;0000;;;;
080526;0000;;;;
080527;0000;;;;
080528;0000;;;;
080529;0000;;;;
080530;0000;;;;
080531;0000;;;;
080601;0000;;;;
080602;0000;;;;
080603;0000;;;;
080604;0000;;;;
080605;0000;;;;
080606;0000;;;;
080607;0000;;;;
080608;0000;;;;
080609;0000;;;;
080610;0000;;;;
080611;0000;;;;
080612;0000;;;;
080613;0000;;;;
080614;0000;;;;
080615;0000;;;;
080616;0000;;;;
080617;0000;;;;
080618;0000;;;;
080619;0000;;;;
080620;0000;;;;
080621;0000;;;;
080622;0000;;;;
080623;0000;;;;
080624;0000;;;;
080625;0000;;;;
080626;0000;;;;
080627;0000;;;;
080628;0000;;;;
080629;0000;;;;
080630;0000;;;;
080701;0000;;;;
080702;0000;;;;
080703;0000;;;;
080704;0000;;;;
080705;0000;;;;
080706;0000;;;;
080707;0000;;;;
080708;0000;;;;
080709;0000;;;;
080710;0000;;;;
080711;0000;;;;
080712;0000;;;;
080713;0000;;;;
080714;0000;;;;
080715;0000;;;;
080716;0000;;;;
080717;0000;;;;
080718;0000;;;;
080719;0000;;;;
080720;0000;;;;
080721;0000;;;;
080722;0000;;;;
080723;0000;;;;
080724;0000;;;;
080725;0000;;;;
080726;0000;;;;
080727;0000;;;;
080728;0000;;;;
080729;0000;;;;
080730;0000;;;;
080731;0000;;;;
080801;0000;;;;
080802;0000;;;;
080803;0000;;;;
080804;0000;;;;
080805;0000;;;;
080806;0000;;;;
080807;0000;;;;
080808;0000;;;;
080809;0000;;;;
080810;0000;;;;
080811;0000;;;;
080812;0000;;;;
080813;0000;;;;
080814;0000;;;;
080815;0000;;;;
080816;0000;;;;
080817;0000;;;;
080818;0000;;;;
080819;0000;;;;
080820;0000;;;;
080821;0000;;;;
080822;0000;;;;
080823;0000;;;;
080824;0000;;;;
080825;0000;;;;
080826;0000;;;;
080827;0000;;;;
080828;0000;;;;
080829;0000;;;;
080830;0000;;;;
080831;0000;;;;
080901;0000;;;;
080902;0000;;;;
080903;0000;;;;
080904;0000;;;;
080905;0000;;;;
080906;0000;;;;
080907;0000;;;;
080908;0000;;;;
080909;0000;;;;
080910;0000;;;;
080911;0000;;;;
080912;0000;;;;
080913;0000;;;;
080914;0000;;;;
080915;0000;;;;
080916;0000;;;;
080917;0000;;;;
080918;0000;;;;
080919;0000;;;;
080920;0000;;;;
080921;0000;;;;
080922;0000;;;;
080923;0000;;;;
080924;0000;;;;
080925;0000;;;;
080926;0000;;;;
080927;0000;;;;
080928;0000;;;;
080929;0000;;;;
080930;0000;;;;
081001;0000;;;;
081002;0000;;;;
081003;0000;;;;
081004;0000;;;;
081005;0000;;;;
081006;0000;;;;
081007;0000;;;;
081008;0000;;;;
081009;0000;;;;
081010;0000;;;;
081011;0000;;;;
081012;0000;;;;
081013;0000;;;;
081014;0000;;;;
081015;0000;;;;
081016;0000;;;;
081017;0000;;;;
081018;0000;;;;
081019;0000;;;;
081020;0000;;;;
081021;0000;;;;
081022;0000;;;;
